,mmsi,label,length,tonnage,power,geartype,secondary_geartype
1628,219872000,Set_gillnets|Trawlers,22.5,168.2,520.0,GNS,OTB
1629,238972240,Trawlers|Purse_seines,16.03,27.0,220.0,OTB,PS
1630,219013005,Set_gillnets,9.01,5.6,93.0,GNS,NO
1631,227354000,Set_gillnets|Set_longlines,16.1,58.65,261.0,GNS,LLS
1632,227317660,Set_gillnets,11.92,18.72,167.0,GTR,GNS
1633,250401000,Trawlers|Pots_and_traps,17.22,35.0,128.33,OTM,FPO
1634,277538000,Trawlers,20.04,121.0,220.0,OTB,OTM
1635,224290000,Set_gillnets,28.55,157.97,367.92,GNS,NO
1636,219005837,Set_gillnets,10.67,5.4,93.0,GNS,GNS
1637,232005775,Trawlers,26.26,131.0,611.0,TBB,NO
1638,219108000,Trawlers,36.28,431.0,1326.0,OTB,NO
1639,247121270,Trawlers,21.6,40.0,198.5,OTB,NO
1640,224618000,Set_longlines|Set_gillnets,32.75,292.8,367.92,LLS,GNS
1641,247049210,Trawlers,18.43,49.0,206.0,OTB,NO
1642,224411380,Trawlers,27.5,198.59,467.34,OTB,NO
1643,225361000,Set_longlines|Set_gillnets,29.0,225.0,353.2,LLS,GNS
1644,234999157,Trawlers,16.42,50.0,164.0,OTT,NO
1645,235071582,Pots_and_traps,12.23,26.43,160.0,FPO,NO
1646,205291000,Trawlers,23.82,70.0,221.0,TBB,NO
1647,247149160,Trawlers|Set_longlines,20.35,51.0,219.0,OTB,LLS
1648,211292280,Trawlers,20.65,53.0,221.0,TBB,OTB
1649,247154620,Trawlers,18.41,46.0,206.0,OTB,NO
1650,224069850,Purse_seines,32.0,159.0,648.27,PS,NO
1651,263401680,Purse_seines,23.0,63.21,316.92,PS,NO
1652,224015120,Purse_seines,24.72,79.62,132.45,PS,NO
1653,266048000,Trawlers,23.68,165.0,500.0,OTB,NO
1654,227108400,Trawlers,19.1,89.09,316.0,OTB,DRB
1655,224216220,Trawlers,29.62,252.0,294.33,OTB,NO
1656,247131670,Trawlers,18.9,40.0,219.9,OTB,NO
1657,247086980,Trawlers,22.23,64.0,333.0,OTB,NO
1658,238413540,Trawlers,17.25,28.0,81.0,OTB,NO
1659,265648570,Set_gillnets|Pole_and_line,11.89,14.2,110.0,GNS,LHP
1660,219004128,Trawlers,16.65,46.6,220.0,OTB,NO
1661,244260247,Pole_and_line,5.81,1.0,103.0,LHP,NO
1662,247053060,Trawlers,16.27,30.0,180.0,OTB,NO
1663,227317360,Set_gillnets,14.6,14.13,287.0,GTR,GNS
1664,265750480,Trawlers,9.95,4.54,198.58,OTB,OTB
1665,239066000,Purse_seines,21.85,56.0,205.83,PS,NO
1666,266143000,Trawlers,14.91,25.0,280.0,OTB,NO
1667,224169750,Trawlers,20.3,45.88,101.55,OTB,NO
1668,240393000,Drifting_longlines|Set_gillnets,16.9,30.0,99.24,LLD,GTR
1669,245436000,Trawlers,21.96,46.0,221.0,TBB,PTB
1670,224230740,Trawlers,16.0,26.38,64.75,OTB,NO
1671,261006910,Trawlers|Drifting_longlines,18.56,33.0,121.0,OTB,LLD
1672,235089955,Trawlers,24.8,246.0,437.0,HMD,NO
1673,247070780,Trawlers,17.74,39.0,283.0,OTB,NO
1674,263413870,Set_longlines|Drifting_longlines,24.45,147.98,441.29,LLS,LLD
1675,224047490,Trawlers,19.55,66.34,294.33,OTB,NO
1676,261005090,Trawlers,25.68,94.0,304.0,OTB,OTM
1677,224055250,Trawlers,24.8,104.8,342.16,OTB,NO
1678,247146640,Purse_seines|Set_longlines,23.75,88.0,360.0,PS,LLS
1679,237446000,Trawlers|Purse_seines,22.0,53.0,349.91,OTB,PS
1680,246155000,Trawlers,40.9,458.0,1471.0,TBB,NO
1681,237453000,Trawlers|Set_gillnets,19.0,25.0,88.21,OTB,GNS
1682,247100440,Trawlers,22.74,100.0,143.0,OTB,NO
1683,247094480,Set_longlines|other_fishing,16.12,20.0,161.8,LLS,GND
1684,227683480,Trawlers|Set_gillnets,8.5,6.27,55.0,DRB,GNS
1685,205281000,Trawlers,20.01,57.0,221.0,TBB,OTB
1686,247118500,Trawlers,41.4,431.0,990.0,OTB,NO
1687,232006960,Pots_and_traps,18.35,122.0,317.0,FPO,NO
1688,275210000,Trawlers,27.1,80.0,162.0,OTM,NO
1689,247145190,Trawlers|Set_longlines,20.7,59.0,404.0,OTB,LLS
1690,224103490,Trawlers,25.0,177.66,331.13,OTB,NO
1691,247101430,Trawlers,21.58,66.0,411.6,OTB,NO
1692,244750339,Trawlers,33.11,123.0,470.0,DRB,NO
1693,211595000,Trawlers,17.95,54.0,221.0,TBB,OTB
1694,224047260,Set_gillnets,15.7,20.72,103.75,GNS,GTR
1695,245748000,Trawlers,39.0,366.0,1471.0,TBB,NO
1696,224050280,Set_gillnets,18.0,52.0,183.96,GNS,GTR
1697,224059230,Purse_seines,16.77,36.11,117.73,PS,NO
1698,224175790,Trawlers,21.73,31.04,66.23,OTB,NO
1699,233975000,Trawlers,27.69,399.0,977.0,OTB,NO
1700,235063795,Trawlers,20.4,112.0,420.0,OTB,NO
1701,211546000,Trawlers,18.83,60.0,221.0,TBB,OTB
1702,227549000,Purse_seines,81.9,2255.0,3640.0,PS,NO
1703,244770191,Trawlers|Pots_and_traps,26.5,60.0,162.0,DRH,FPO
1704,265689870,Set_gillnets|Pole_and_line,11.15,11.82,69.85,GNS,LHP
1705,247143760,Purse_seines|Set_longlines,17.92,31.0,206.0,PS,LLS
1706,247149190,Trawlers|Set_longlines,23.05,87.0,335.0,OTB,LLS
1707,245106000,Trawlers,19.0,44.0,220.0,TBB,NO
1708,244358000,Trawlers,23.4,73.0,221.0,TBB,OTT
1709,244830188,Trawlers,22.22,78.0,296.0,DRH,NO
1710,224070000,Purse_seines,38.3,262.0,706.4,PS,NO
1711,224233470,Trawlers,16.51,22.38,69.9,OTB,NO
1712,266163000,Trawlers,16.81,39.0,300.0,OTB,OTB
1713,224101970,Purse_seines,21.0,49.95,272.26,PS,NO
1714,235006716,Trawlers,21.34,160.0,466.0,HMD,NO
1715,250000329,Trawlers,45.44,420.0,734.0,DRB,NO
1716,224085950,Purse_seines,23.45,83.4,147.17,PS,NO
1717,263312000,Pole_and_line|Set_longlines,19.22,30.51,165.0,LHP,LLS
1718,224085260,Purse_seines,37.0,206.0,339.96,PS,NO
1719,247102070,Trawlers|Purse_seines,20.62,57.0,162.0,OTB,PS
1720,244982000,Trawlers|Purse_seines,19.05,27.0,162.0,TBB,PS
1721,247147620,Trawlers,32.31,189.0,441.0,OTB,NO
1722,247140610,Trawlers,22.85,62.0,158.08,OTB,NO
1723,247131160,Trawlers|Set_longlines,14.9,15.0,117.6,OTB,LLS
1724,224093550,Set_gillnets,17.8,42.7,110.38,GNS,NO
1725,238764940,Purse_seines|Trawlers,27.4,142.0,404.0,PS,OTB
1726,247141920,Set_longlines|Set_gillnets,16.25,30.0,192.0,LLS,GNS
1727,265635620,Pots_and_traps|other_fishing,8.9,4.78,154.41,FPO,GND
1728,219012276,Trawlers|Set_gillnets,9.26,6.3,110.0,OTB,GNS
1729,224081840,Set_longlines,28.1,168.17,250.18,LLS,NO
1730,227442000,Set_gillnets|Set_longlines,22.05,186.0,340.0,GTR,LLS
1731,238279740,Purse_seines|Trawlers,23.71,124.0,809.0,PS,OTB
1732,261024680,Trawlers,14.3,25.57,133.0,OTB,OTM
1733,204236000,Set_longlines,23.0,123.3,261.0,LLS,NO
1734,237963000,Purse_seines,20.65,39.0,205.82,PS,NO
1735,261003190,Set_gillnets|Drifting_longlines,17.34,40.0,147.0,GNS,LLD
1736,247127450,Trawlers,18.4,40.0,206.0,OTB,NO
1737,235076687,Trawlers,13.9,27.23,252.0,OTB,PTB
1738,219005863,Trawlers,11.96,16.3,140.0,OTB,OTB
1739,224029390,Trawlers,21.0,84.68,125.09,OTB,NO
1740,244188000,Trawlers,24.69,108.0,221.0,OTT,TBB
1741,224020460,Set_gillnets,20.83,33.16,117.73,GNS,NO
1742,224085120,Purse_seines,27.0,102.5,250.18,PS,NO
1743,224099470,Drifting_longlines,28.0,181.0,262.69,LLD,NO
1744,235166000,Trawlers,21.3,202.0,554.0,OTB,NO
1745,224160250,Trawlers,27.37,99.99,342.16,OTB,NO
1746,237536000,Trawlers,28.5,134.0,316.09,OTB,NO
1747,237534000,Trawlers,24.4,108.0,367.55,OTB,NO
1748,247067730,Purse_seines,24.17,64.0,335.0,PS,NO
1749,263403390,Set_gillnets,15.18,21.75,110.33,GNS,GTR
1750,230025680,Trawlers,17.1,47.0,383.0,OTB,OTM
1751,220507000,Trawlers,42.35,498.0,1470.0,TBB,NO
1752,247155210,Purse_seines,15.25,35.0,323.6,PS,NO
1753,247141360,Trawlers,22.89,64.0,128.0,OTB,PTM
1754,224141280,Trawlers,27.0,169.3,367.92,OTB,NO
1755,247050980,Trawlers|Set_gillnets,15.51,71.0,113.2,OTB,GNS
1756,247055030,Trawlers,16.46,30.0,331.0,OTB,PTM
1757,244205000,Trawlers,43.99,546.0,1471.0,TBB,OTB
1758,224132850,Purse_seines,26.0,124.0,290.65,PS,NO
1759,235030325,Trawlers,18.9,125.0,402.84,DRB,NO
1760,224033380,Purse_seines,28.5,128.0,294.33,PS,NO
1761,247081710,Trawlers,21.95,58.0,283.0,OTB,NO
1762,207424000,Trawlers|Pole_and_line,25.5,117.36,220.65,OTM,LHM
1763,25000116,Trawlers,11.96,22.51,91.0,DRB,OTM
1764,247110810,Trawlers|other_fishing,19.38,31.0,316.0,OTB,GND
1765,227931000,Trawlers|other_fishing,22.0,139.13,529.0,PTM,SSC
1766,237216000,Trawlers|Purse_seines,24.95,85.0,103.0,OTB,PS
1767,244605000,Set_gillnets|Trawlers,20.27,58.0,134.0,GNS,TBB
1768,211438440,Trawlers,11.85,13.0,118.0,TBB,NO
1769,244750410,Set_gillnets|Pots_and_traps,14.99,18.0,126.0,GNS,FPO
1770,261002520,Trawlers,18.51,35.0,121.0,OTB,OTM
1771,247114150,Trawlers,21.78,57.0,176.5,OTB,NO
1772,266164000,Trawlers,16.58,43.0,256.0,OTB,NO
1773,227317980,Trawlers,21.1,55.95,316.0,OTM,OTB
1774,247054440,Trawlers|Set_gillnets,18.23,43.0,161.5,OTB,GNS
1775,247079050,Trawlers|Set_gillnets,16.4,24.0,121.3,OTB,GNS
1776,219905000,Set_gillnets|Set_longlines,17.76,61.0,169.0,GNS,LLS
1777,261028620,Trawlers|Set_gillnets,17.76,52.0,132.0,OTB,GNS
1778,265704020,Trollers|other_fishing,8.53,5.3,58.0,LTL,GND
1779,224099270,Trawlers,22.59,83.07,182.12,OTB,NO
1780,224265000,Trawlers,37.0,387.0,292.86,OTB,PTB
1781,235000760,Set_gillnets,20.1,83.0,171.5,GNS,NO
1782,224134480,Trawlers,27.7,187.0,367.92,OTB,NO
1783,224069930,Trawlers,32.7,298.0,719.65,OTB,PTB
1784,220138000,Trawlers,23.35,137.7,220.0,OTB,OTB
1785,266055000,Trawlers,22.15,141.0,551.0,OTB,NO
1786,224174120,Set_gillnets,16.0,53.51,94.19,GNS,GTR
1787,235007144,Trawlers,20.66,58.0,205.0,OTB,NO
1788,235051671,other_fishing,36.6,435.0,946.0,SSC,NO
1789,261009030,Trawlers,22.2,113.0,289.0,OTB,PTB
1790,232711000,Trawlers,26.21,154.0,466.0,OTB,NO
1791,238947740,Trawlers,16.15,33.0,220.0,OTB,NO
1792,240374000,Purse_seines|Set_gillnets,16.0,24.0,132.0,PS,GTR
1793,224003530,Purse_seines,20.09,54.81,206.03,PS,NO
1794,247140110,Set_longlines,23.58,81.0,622.0,LLS,NO
1795,230981710,Drifting_longlines|Set_gillnets,16.0,30.0,150.0,LLD,GNS
1796,263314000,Purse_seines,16.83,25.0,176.52,PS,NO
1797,224128670,Trawlers,18.3,42.6,66.23,OTB,NO
1798,224096950,Trawlers,25.04,110.0,235.47,OTB,NO
1799,224115880,Drifting_longlines,28.0,199.0,426.78,LLD,NO
1800,227940000,Trawlers,15.95,70.44,250.0,DRB,OTB
1801,227519000,Trawlers,16.5,79.89,325.0,OTB,DRB
1802,227913000,Trawlers,24.9,85.0,316.0,OTM,OTB
1803,237034000,Trawlers|Purse_seines,29.0,155.0,294.0,OTB,PS
1804,224115000,Set_longlines|Set_gillnets,38.4,480.0,646.06,LLS,GNS
1805,211526000,Trawlers,16.1,35.0,220.0,TBB,OTB
1806,247152130,Trawlers,22.5,158.0,600.58,OTB,NO
1807,245159000,Trawlers,42.37,496.0,1470.0,TBB,NO
1808,227381000,other_fishing|Trawlers,34.0,274.0,588.0,SDN,OTB
1809,226202000,Trawlers,22.5,150.95,371.0,OTB,OTM
1810,226267000,Trawlers,24.96,188.49,600.0,OTT,PTM
1811,250230000,Trawlers,15.85,39.0,186.53,OTB,NO
1812,224110740,Trawlers,19.25,35.37,144.22,OTB,NO
1813,234093000,Trawlers,18.25,104.0,305.0,OTB,NO
1814,248000728,Set_longlines|Drifting_longlines,20.4,128.0,650.0,LLS,LLD
1815,211370000,Trawlers,15.09,28.0,190.0,TBB,OTB
1816,232005840,Trawlers,29.8,153.0,608.0,TBB,NO
1817,227690560,Trawlers|Set_gillnets,9.0,7.32,64.0,DRB,GNS
1818,276785000,Trawlers,23.06,117.0,221.0,PTM,OTM
1819,224025970,Purse_seines,15.54,27.44,257.54,PS,NO
1820,247087650,Trawlers|Purse_seines,15.62,33.0,206.0,OTB,PS
1821,235000676,Trawlers,16.79,66.0,276.0,OTB,NO
1822,224906480,Purse_seines,19.0,41.0,176.6,PS,NO
1823,263406760,Purse_seines,21.89,59.63,261.0,PS,NO
1824,224110320,Drifting_longlines,20.9,81.64,103.02,LLD,NO
1825,232003540,Trawlers,21.28,138.0,464.0,OTB,NO
1826,235068889,Pots_and_traps|Set_gillnets,7.62,2.72,46.0,FPO,GNS
1827,235058468,other_fishing,23.07,219.84,480.0,SDN,NO
1828,247128370,Trawlers,19.58,52.0,162.0,OTB,NO
1829,250003013,Trawlers,22.5,143.0,403.0,OTB,NO
1830,247053680,Trawlers,16.1,55.0,257.4,OTB,PTM
1831,219009413,Trawlers|Set_gillnets,11.99,14.6,121.0,OTB,GNS
1832,237132000,Trawlers|Purse_seines,32.2,193.0,367.55,OTB,PS
1833,224053240,Trawlers,24.9,77.5,259.01,OTB,NO
1834,235004256,Trawlers,16.66,47.0,198.0,OTB,NO
1835,247121620,Trawlers,19.78,41.0,279.49,OTB,NO
1836,246338000,Trawlers,20.5,40.0,220.0,TBB,NO
1837,219014851,Trawlers,19.96,79.7,220.0,TBB,OTB
1838,266159000,Trawlers|Purse_seines,16.94,44.0,195.0,OTB,PS
1839,224055240,Set_longlines|Set_gillnets,33.0,335.0,367.92,LLS,GNS
1840,224196000,Drifting_longlines,47.0,692.0,900.66,LLD,NO
1841,240222000,Pots_and_traps|Set_gillnets,18.8,42.0,69.83,FPO,GNS
1842,224028630,Set_longlines|Pots_and_traps,17.8,32.74,91.98,LLS,FPO
1843,247094570,Set_longlines|other_fishing,14.9,16.0,125.0,LLS,GND
1844,224095230,Trawlers,19.4,49.59,183.96,OTB,NO
1845,224145180,Trawlers,23.3,77.18,213.39,OTB,NO
1846,235000843,Trawlers,20.03,99.0,279.0,OTB,NO
1847,220006000,Set_gillnets,16.48,39.8,161.0,GNS,NO
1848,227119200,Trawlers,15.94,37.39,224.0,OTB,TBB
1849,227396000,Trawlers,23.95,152.55,453.0,OTB,OTM
1850,247087260,Trawlers|Purse_seines,10.4,6.0,96.3,OTB,PS
1851,224396270,Purse_seines,22.5,91.98,331.13,PS,NO
1852,227323060,Set_gillnets|Set_longlines,12.0,11.0,269.0,GNS,LLS
1853,224042780,Purse_seines,20.5,57.5,268.58,PS,NO
1854,227941000,Trawlers,20.85,128.79,434.0,OTB,NO
1855,241065000,Trawlers|Set_gillnets,30.7,173.0,367.0,OTB,GTR
1856,263256000,Set_gillnets|Pots_and_traps,19.52,46.37,214.03,GNS,FPO
1857,227729980,Trawlers,18.4,85.72,398.0,OTB,DRB
1858,247094630,Set_longlines|other_fishing,15.22,18.0,206.0,LLS,GND
1859,244873000,Trawlers,37.65,214.0,708.0,DRB,NO
1860,211665000,Trawlers,15.89,26.0,180.0,TBB,OTB
1861,261020840,Trawlers,26.65,125.0,243.0,OTB,OTM
1862,224104170,Trawlers,21.4,66.2,235.47,OTB,NO
1863,247301080,Trawlers|Set_longlines,23.0,75.0,552.0,OTB,LLS
1864,247054040,Trawlers,16.9,25.0,188.5,OTB,PTM
1865,220375000,Trawlers,15.78,48.4,217.0,OTB,NO
1866,247100390,Trawlers,21.97,63.0,294.0,OTB,NO
1867,261003910,Trawlers,26.78,200.0,419.0,OTM,OTB
1868,244820169,Trawlers,33.61,88.0,360.0,DRB,NO
1869,227831000,Trawlers,22.5,159.6,500.0,OTB,OTT
1870,224131530,Set_longlines,16.0,27.01,95.66,LLS,NO
1871,224075650,Set_gillnets,13.35,12.04,73.58,GNS,GTR
1872,235033145,Trawlers,71.2,2247.0,6000.0,OTM,NO
1873,211375000,Trawlers,16.6,37.0,162.0,TBB,NO
1874,232326000,Set_gillnets,35.28,315.0,485.0,GNS,NO
1875,245873000,Trawlers,33.05,122.0,132.0,DRH,NO
1876,227313000,Trawlers,23.33,155.96,511.0,OTB,NO
1877,237852000,Trawlers,28.3,98.0,305.0,OTB,NO
1878,224219220,Trawlers,19.0,40.55,62.55,OTB,NO
1879,224114570,Purse_seines,15.94,17.75,94.19,PS,NO
1880,238759040,Trawlers,17.48,21.0,147.0,OTB,NO
1881,227316320,Set_gillnets|Set_longlines,13.1,19.64,181.0,GNS,LLS
1882,263286000,Set_gillnets,17.0,28.0,145.41,GNS,GTR
1883,227317470,Set_gillnets,11.95,15.21,158.0,GTR,GNS
1884,224090290,Purse_seines,17.05,29.1,88.3,PS,NO
1885,234863000,Trawlers,18.47,74.56,219.0,HMD,OTB
1886,204242000,Set_gillnets,20.0,51.72,264.04,GNS,GTR
1887,261002920,Set_gillnets|Trawlers,18.24,39.0,121.0,GNS,OTB
1888,239083000,Purse_seines|Set_longlines,22.0,67.0,220.53,PS,LLS
1889,247048880,Trawlers,22.23,57.0,423.0,OTB,NO
1890,232004918,Trawlers,21.42,116.0,351.0,OTB,NO
1891,219006249,Set_gillnets,11.98,15.6,106.0,GNS,NO
1892,247301460,Trawlers|Set_longlines,23.62,59.0,331.0,OTB,LLS
1893,247222060,Set_longlines|Set_gillnets,15.8,28.0,320.0,LLS,GNS
1894,211310410,Trawlers,18.08,46.0,221.0,TBB,OTB
1895,247140160,Trawlers,19.66,52.0,88.0,OTB,NO
1896,263402770,Set_gillnets,16.2,28.8,102.97,GNS,GTR
1897,263415290,Set_gillnets|Set_longlines,35.0,481.0,662.0,GNS,LLS
1898,207829550,Trawlers|Set_gillnets,20.7,36.0,308.91,OTM,GNS
1899,247131140,Set_longlines|other_fishing,16.5,19.0,169.0,LLS,GND
1900,219001039,Trawlers,19.0,42.9,210.0,TBB,NO
1901,205232000,Trawlers,23.85,138.0,221.0,TBB,OTB
1902,227102900,Trawlers,24.0,151.52,526.0,OTB,OTM
1903,239409000,Purse_seines,15.5,21.0,294.04,PS,NO
1904,237383000,Trawlers|Purse_seines,22.42,51.0,249.93,OTB,PS
1905,250106400,Trawlers|other_fishing,23.72,183.0,421.0,OTB,SDN
1906,224033360,Trawlers,24.9,110.39,312.73,OTB,NO
1907,224136380,Trawlers,31.3,254.0,456.22,OTB,NO
1908,247110850,Purse_seines|Set_gillnets,18.65,31.0,205.8,PS,GNS
1909,247146240,Trawlers|Purse_seines,15.0,13.0,142.0,OTB,PS
1910,219002585,Trawlers,14.95,28.8,160.0,OTB,NO
1911,227300270,Set_gillnets,11.93,9.2,162.0,GTR,GNS
1912,247120230,Trawlers|Set_longlines,19.3,68.0,205.9,OTB,LLS
1913,224068470,Trawlers,24.78,75.99,242.83,OTB,NO
1914,266404000,Trawlers,12.21,19.0,218.0,OTB,OTB
1915,261007360,Set_gillnets|Set_longlines,10.52,9.48,50.0,GNS,LLS
1916,219006916,Set_gillnets,10.27,9.4,70.0,GNS,GNS
1917,219862000,Trawlers,20.7,66.1,220.0,OTB,OTB
1918,224021340,Purse_seines,21.38,63.96,195.73,PS,NO
1919,224153130,Drifting_longlines,28.5,206.0,198.68,LLD,NO
1920,238583910,Purse_seines|Set_gillnets,20.65,72.0,368.0,PS,GNS
1921,261009040,Trawlers,22.44,114.0,289.0,OTB,PTB
1922,224005540,Trawlers,29.0,254.0,367.92,OTB,NO
1923,235021304,Trawlers,44.98,546.0,1500.0,TBB,NO
1924,275420000,Trawlers,33.5,246.0,633.0,OTB,OTM
1925,227320080,Set_gillnets,11.95,21.58,164.0,GTR,GNS
1926,238887840,Purse_seines|Set_gillnets,16.88,24.43,206.0,PS,GTR
1927,219005513,Set_gillnets|Set_longlines,9.93,9.4,107.0,GNS,LLS
1928,247152140,Trawlers|Set_longlines,22.5,158.0,600.58,OTB,LLS
1929,224071980,Purse_seines,20.5,40.09,241.35,PS,NO
1930,275058000,Set_gillnets,26.5,114.0,165.0,GNS,NO
1931,204226000,Set_longlines|Drifting_longlines,27.2,232.69,441.0,LLS,LLD
1932,247145650,Trawlers|Set_longlines,20.86,58.0,324.0,OTB,LLS
1933,235073052,Pots_and_traps,14.11,40.34,205.0,FPO,NO
1934,224007640,Trawlers,20.0,55.28,58.87,OTB,NO
1935,237008500,Trawlers,23.5,87.0,367.55,OTB,NO
1936,247053820,Trawlers,18.35,43.0,182.87,OTB,PTM
1937,263528000,Trawlers,80.3,1944.0,2181.0,OTB,OTM
1938,224061530,Set_gillnets,18.5,56.53,163.36,GNS,NO
1939,265457000,Trawlers|Purse_seines,42.0,705.0,2760.0,OTM,PS
1940,224431000,Purse_seines,56.1,1000.0,1618.84,PS,NO
1941,235088008,Trawlers,11.48,16.44,70.0,OTB,NO
1942,232091000,Trawlers,21.2,189.0,518.0,OTB,NO
1943,224093430,Trawlers,19.93,48.87,150.85,OTB,NO
1944,224623000,Drifting_longlines,55.0,1058.0,1379.69,LLD,NO
1945,204201240,Pole_and_line,26.5,149.98,456.01,LHP,NO
1946,220623000,Set_gillnets,17.24,100.9,294.0,GNS,GNS
1947,250000764,Trawlers,27.55,187.0,524.0,DRB,NO
1948,263329000,Set_gillnets|Set_longlines,17.62,35.06,143.0,GNS,LLS
1949,235001620,Pots_and_traps,24.5,258.0,401.0,FPO,NO
1950,247141160,Trawlers|Purse_seines,16.61,34.0,145.4,OTB,PS
1951,227385000,Set_longlines|Set_gillnets,38.0,377.0,883.0,LLS,GNS
1952,239565000,Purse_seines,17.6,28.0,171.28,PS,NO
1953,204838000,Pole_and_line,28.1,134.0,441.29,LHP,NO
1954,218325000,Trawlers,125.53,7646.0,6000.0,OTM,NO
1955,247111680,Purse_seines|Set_longlines,24.4,78.0,558.0,PS,LLS
1956,247101140,Trawlers|Purse_seines,25.04,144.0,441.0,OTB,PS
1957,219168000,Trawlers,47.48,672.0,1200.0,OTB,NO
1958,247140580,Purse_seines|Set_longlines,18.08,33.0,144.0,PS,LLS
1959,235081732,Trawlers,23.3,210.0,470.0,OTT,NO
1960,227554000,Trawlers,18.5,109.96,320.0,OTB,OTM
1961,247085360,Trawlers,21.8,89.0,478.0,OTB,NO
1962,211207270,Trawlers,92.01,3071.0,3530.0,OTB,OTM
1963,224820000,Trawlers,50.3,825.0,1194.88,OTB,PTB
1964,238623740,Purse_seines,23.71,118.65,480.0,PS,NO
1965,247102560,Trawlers|Purse_seines,19.68,44.0,221.0,OTB,PS
1966,245527000,Trawlers,35.17,197.0,624.0,DRB,DRH
1967,227639660,Trawlers|Set_gillnets,9.0,8.0,54.0,DRB,GTR
1968,247054090,Trawlers|Set_longlines,16.9,25.0,161.77,OTB,LLS
1969,205227000,Trawlers,37.78,388.0,1200.0,TBB,NO
1970,247081890,Trawlers,25.27,117.0,441.2,OTB,NO
1971,224209620,Trawlers,21.73,42.67,75.06,OTB,NO
1972,235031017,Trawlers,18.22,107.0,350.0,OTB,NO
1973,235032854,Trawlers,16.31,58.0,272.0,OTB,OTT
1974,235001239,Trawlers,51.44,1059.0,2160.0,OTM,NO
1975,247071380,Trawlers|Purse_seines,19.85,59.0,350.0,OTB,PS
1976,247083400,Trawlers,44.15,490.0,1472.0,OTB,NO
1977,224081820,Trawlers,21.0,78.81,117.73,OTB,NO
1978,247100270,Trawlers|Purse_seines,19.64,57.0,206.0,OTB,PS
1979,247092980,Trawlers,26.31,70.0,250.0,OTB,NO
1980,263420450,Set_gillnets,14.98,26.7,105.0,GNS,GTR
1981,227277330,Set_gillnets|Set_longlines,9.99,6.66,181.0,GNS,LLS
1982,261001760,Trawlers|Set_gillnets,22.0,77.0,227.0,OTB,GNS
1983,224174990,Trawlers,21.66,41.5,151.58,OTB,NO
1984,247142130,Trawlers|Purse_seines,18.98,37.0,205.9,OTB,PS
1985,227143600,other_fishing|Trawlers,23.4,177.56,331.0,SDN,OTM
1986,211517240,Trawlers,18.57,45.0,176.0,OTB,PTB
1987,238598010,Trawlers|Purse_seines,17.3,26.0,129.0,OTB,PS
1988,239683000,Trawlers,32.0,216.0,588.08,OTB,NO
1989,224059790,Set_gillnets,16.6,38.41,117.73,GNS,GTR
1990,224062390,Set_gillnets,14.95,18.86,69.9,GNS,NO
1991,234999155,Trawlers,19.17,57.0,231.0,OTB,OTT
1992,219003561,Trawlers,19.99,48.4,125.0,DRB,OTB
1993,247300010,Purse_seines|Set_longlines,16.45,30.0,161.0,PS,LLS
1994,220622000,Set_gillnets,17.24,102.6,243.0,GNS,GNS
1995,205272000,Trawlers,22.32,68.0,221.0,TBB,OTB
1996,247121020,Trawlers|Purse_seines,21.58,83.0,250.0,OTB,PS
1997,235070169,Pots_and_traps,10.99,14.83,70.0,FPO,NO
1998,237313000,Trawlers,22.9,69.0,367.55,OTB,NO
1999,224005190,Trawlers,35.0,321.0,718.18,OTB,PTB
2000,247200340,Trawlers,20.7,122.0,323.6,OTB,NO
2001,247132590,Set_gillnets|Trollers,14.65,10.0,130.0,GNS,LTL
2002,247101320,Trawlers,21.58,55.0,219.85,OTB,NO
2003,237930000,Trawlers,28.5,154.0,275.66,OTB,OTB
2004,247082090,Trawlers,15.9,23.0,109.5,DRB,OTB
2005,211510290,Trawlers,18.71,59.0,216.0,TBB,OTB
2006,250002896,Trawlers,22.64,215.0,447.0,OTB,OTM
2007,247140930,Trawlers|Purse_seines,23.01,57.0,185.0,OTB,PS
2008,211593750,Trawlers|other_fishing,35.9,432.0,725.0,OTB,SDN
2009,263365000,Set_gillnets,17.08,33.9,178.97,GNS,NO
2010,244801000,Trawlers,24.0,151.0,221.0,TBB,NO
2011,265804000,Trawlers,33.46,343.0,738.0,OTB,OTB
2012,235004140,Trawlers,35.77,328.0,745.0,DRB,NO
2013,224069690,Set_longlines|Set_gillnets,34.2,344.0,419.43,LLS,GNS
2014,247124560,Trawlers,16.18,25.0,109.5,OTB,NO
2015,265588050,Set_gillnets|Pole_and_line,11.94,13.78,198.0,GNS,LHP
2016,238993240,Purse_seines,32.4,194.0,806.0,PS,NO
2017,247051410,Trawlers,24.84,208.0,508.0,OTB,PTM
2018,248000540,Trawlers,19.3,54.72,185.01,OTB,NO
2019,246047000,Trawlers,23.88,151.0,221.0,TBB,NO
2020,263474000,Trawlers,34.05,294.0,721.0,OTB,NO
2021,227438000,Trawlers,19.5,77.68,316.0,OTM,OTB
2022,247121190,Trawlers,25.84,89.0,716.0,OTB,PTM
2023,235077317,Trawlers,19.07,166.0,492.0,OTB,NO
2024,224066970,Trawlers,24.95,118.0,270.05,OTB,NO
2025,247094280,Trawlers,19.55,39.0,198.5,OTB,NO
2026,250001333,Trawlers,23.95,139.0,220.0,DRB,NO
