mmsi,itu_fishing,itu_label,itu_sublabel,itu_tonnage
237287100,Fishing vessel,Fishing vessel,,
237288600,Fishing vessel,Fishing vessel,,
237290200,Fishing vessel,Fishing vessel,,
237291000,Fishing vessel,Fishing vessel,,102.0
237291100,Fishing vessel,Fishing vessel,,14.0
237291200,Fishing vessel,Fishing vessel,,
237292000,Fishing vessel,Fishing vessel,,113.0
237292500,Fishing vessel,Fishing vessel,,
237292700,Fishing vessel,Fishing vessel,,
237294000,Fishing vessel,Fishing vessel,,129.0
237295000,Fishing vessel,Fishing vessel,,113.0
237295700,Fishing vessel,Fishing vessel,,
237297900,Fishing vessel,Fishing vessel,,
237299000,Fishing vessel,Fishing vessel,,116.0
237299300,Fishing vessel,Fishing vessel,,
237299500,Fishing vessel,Fishing vessel,,
237302000,Fishing vessel,Fishing vessel,,116.0
237302200,Fishing vessel,Fishing vessel,,
237303900,Fishing vessel,Fishing vessel,,4.0
237305000,Fishing vessel,Fishing vessel,,89.0
237305200,Fishing vessel,Fishing vessel,,
237306400,Fishing vessel,Fishing vessel,,
237307000,Fishing vessel,Fishing vessel,,
237307300,Fishing vessel,Fishing vessel,,
237308000,Fishing vessel,Fishing vessel,,
237310500,Fishing vessel,Fishing vessel,,
237311000,Fishing vessel,Fishing vessel,,
237311700,Fishing vessel,Fishing vessel,,16.0
237312000,Fishing vessel,Fishing vessel,,86.0
237313000,Fishing vessel,Fishing vessel,,
237314600,Fishing vessel,Fishing vessel,,
237316000,Fishing vessel,Fishing vessel,,51.0
237317200,Fishing vessel,Fishing vessel,,
237318000,Fishing vessel,Fishing vessel,,
237319000,Fishing vessel,Fishing vessel,,
237321300,Fishing vessel,Fishing vessel,,
237323600,Fishing vessel,Fishing vessel,,
237325300,Fishing vessel,Fishing vessel,,
237325800,Fishing vessel,Fishing vessel,,
237326600,Fishing vessel,Fishing vessel,,
237327100,Fishing vessel,Fishing vessel,,29.0
237327700,Fishing vessel,Fishing vessel,,
237329000,Fishing vessel,Fishing vessel,,79.0
237330100,Fishing vessel,Fishing vessel,,17.0
237331500,Fishing vessel,Fishing vessel,,
237332000,Fishing vessel,Fishing vessel,,
237333000,Fishing vessel,Fishing vessel,,46.0
237334000,Fishing vessel,Fishing vessel,,
237334200,Fishing vessel,Fishing vessel,,
237335000,Fishing vessel,Fishing vessel,,121.0
237335300,Fishing vessel,Fishing vessel,,30.0
237336500,Fishing vessel,Fishing vessel,,
237336700,Fishing vessel,Fishing vessel,,22.0
237337000,Fishing vessel,Fishing vessel,,102.0
237337400,Fishing vessel,Fishing vessel,,
237339500,Fishing vessel,Fishing vessel,,
237341000,Fishing vessel,Fishing vessel,,90.0
237341200,Fishing vessel,Fishing vessel,,
237342100,Fishing vessel,Fishing vessel,,
237342900,Fishing vessel,Fishing vessel,,31.0
237343000,Fishing vessel,Fishing vessel,,75.0
237343900,Fishing vessel,Fishing vessel,,
237344400,Fishing vessel,Fishing vessel,,
237344600,Fishing vessel,Fishing vessel,,
237344900,Fishing vessel,Fishing vessel,,
237345000,Fishing vessel,Fishing vessel,,80.0
237345300,Fishing vessel,Fishing vessel,,18.0
237345400,Fishing vessel,Fishing vessel,,22.0
237345600,Fishing vessel,Fishing vessel,,
237346000,Fishing vessel,Fishing vessel,,74.0
237347000,Fishing vessel,Fishing vessel,,68.0
237348000,Fishing vessel,Fishing vessel,,56.0
237348900,Fishing vessel,Fishing vessel,,
237349000,Fishing vessel,Fishing vessel,,
237350000,Fishing vessel,Fishing vessel,,55.0
237351900,Fishing vessel,Fishing vessel,,
237353200,Fishing vessel,Fishing vessel,,
237355100,Fishing vessel,Fishing vessel,,
237355400,Fishing vessel,Fishing vessel,,
237355500,Fishing vessel,Fishing vessel,,
237355600,Fishing vessel,Fishing vessel,,
237357100,Fishing vessel,Fishing vessel,,
237359600,Fishing vessel,Fishing vessel,,
237360200,Fishing vessel,Fishing vessel,,
237360400,Fishing vessel,Fishing vessel,,
237361800,Fishing vessel,Fishing vessel,,
237362000,Fishing vessel,Fishing vessel,,
237362600,Fishing vessel,Fishing vessel,,9.0
237363000,Fishing vessel,Fishing vessel,,
237363600,Fishing vessel,Fishing vessel,,
237364000,Fishing vessel,Fishing vessel,,37.0
237364700,Fishing vessel,Fishing vessel,,
237365000,Fishing vessel,Fishing vessel,,
237366000,Fishing vessel,Fishing vessel,,58.0
237366100,Fishing vessel,Fishing vessel,,
237368200,Fishing vessel,Fishing vessel,,
237369400,Fishing vessel,Fishing vessel,,13.0
237369500,Fishing vessel,Fishing vessel,,
237370000,Fishing vessel,Fishing vessel,,97.0
237370100,Fishing vessel,Fishing vessel,,6.0
237371000,Fishing vessel,Fishing vessel,,76.0
237371100,Fishing vessel,Fishing vessel,,3.0
237371300,Fishing vessel,Fishing vessel,,4.0
237373100,Fishing vessel,Fishing vessel,,
237373300,Fishing vessel,Fishing vessel,,
237374000,Fishing vessel,Fishing vessel,,
237374500,Fishing vessel,Fishing vessel,,
237374700,Fishing vessel,Fishing vessel,,
237375200,Fishing vessel,Fishing vessel,,
237376000,Fishing vessel,Fishing vessel,,60.0
237376600,Fishing vessel,Fishing vessel,,
237380000,Fishing vessel,Fishing vessel,,
237381700,Fishing vessel,Fishing vessel,,
237382000,Fishing vessel,Fishing vessel,,123.0
237383000,Fishing vessel,Fishing vessel,,51.0
237383200,Fishing vessel,Fishing vessel,,
237383500,Fishing vessel,Fishing vessel,,
237384000,Fishing vessel,Fishing vessel,,54.0
237385000,Fishing vessel,Fishing vessel,,
237385100,Fishing vessel,Fishing vessel,,31.0
237385600,Fishing vessel,Fishing vessel,,
237385700,Fishing vessel,Fishing vessel,,
237387000,Fishing vessel,Fishing vessel,,48.0
237387100,Fishing vessel,Fishing vessel,,
237387400,Fishing vessel,Fishing vessel,,
237387500,Fishing vessel,Fishing vessel,,
237388000,Fishing vessel,Fishing vessel,,
237389900,Fishing vessel,Fishing vessel,,
237390000,Fishing vessel,Fishing vessel,,52.0
237390200,Fishing vessel,Fishing vessel,,
237390300,Fishing vessel,Fishing vessel,,14.0
237391000,Fishing vessel,Fishing vessel,,
237392000,Fishing vessel,Fishing vessel,,
237392500,Fishing vessel,Fishing vessel,,
237393000,Fishing vessel,Fishing vessel,,
237393100,Fishing vessel,Fishing vessel,,
237394100,Fishing vessel,Fishing vessel,,
237396000,Fishing vessel,Fishing vessel,,86.0
237398200,Fishing vessel,Fishing vessel,,
237398900,Fishing vessel,Fishing vessel,,
237399000,Fishing vessel,Fishing vessel,,126.0
237399200,Fishing vessel,Fishing vessel,,
237400000,Fishing vessel,Fishing vessel,,75.0
237401000,Fishing vessel,Fishing vessel,,35.0
237402000,Fishing vessel,Fishing vessel,,42.0
237403000,Fishing vessel,Fishing vessel,,
237404000,Fishing vessel,Fishing vessel,,
237407100,Fishing vessel,Fishing vessel,,
237418000,Fishing vessel,Fishing vessel,,125.0
237418200,Fishing vessel,Fishing vessel,,
237419900,Fishing vessel,Fishing vessel,,
237421300,Fishing vessel,Fishing vessel,,
237424000,Fishing vessel,Fishing vessel,,
237427000,Fishing vessel,Fishing vessel,,
237428000,Fishing vessel,Fishing vessel,,54.0
237428500,Fishing vessel,Fishing vessel,,16.0
237428800,Fishing vessel,Fishing vessel,,
237428900,Fishing vessel,Fishing vessel,,
237429000,Fishing vessel,Fishing vessel,,
237429100,Fishing vessel,Fishing vessel,,
237429700,Fishing vessel,Fishing vessel,,
237430000,Fishing vessel,Fishing vessel,,121.0
237431000,Fishing vessel,Fishing vessel,,48.0
237433900,Fishing vessel,Fishing vessel,,
237435000,Fishing vessel,Fishing vessel,,28.0
237436800,Fishing vessel,Fishing vessel,,
237437200,Fishing vessel,Fishing vessel,,
237438000,Fishing vessel,Fishing vessel,,101.0
237439000,Fishing vessel,Fishing vessel,,
237441000,Fishing vessel,Fishing vessel,,
237441200,Fishing vessel,Fishing vessel,,
237443000,Fishing vessel,Fishing vessel,,
237443200,Fishing vessel,Fishing vessel,,
237444000,Fishing vessel,Fishing vessel,,45.0
237445000,Fishing vessel,Fishing vessel,,
237445300,Fishing vessel,Fishing vessel,,
237446000,Fishing vessel,Fishing vessel,,
237448000,Fishing vessel,Fishing vessel,,
237449000,Fishing vessel,Fishing vessel,,
237450000,Fishing vessel,Fishing vessel,,
237450500,Fishing vessel,Fishing vessel,,
237450600,Fishing vessel,Fishing vessel,,
237451000,Fishing vessel,Fishing vessel,,
237452400,Fishing vessel,Fishing vessel,,
237452600,Fishing vessel,Fishing vessel,,
237453000,Fishing vessel,Fishing vessel,,
237456000,Fishing vessel,Fishing vessel,,172.0
237456900,Fishing vessel,Fishing vessel,,
237457000,Fishing vessel,Fishing vessel,,197.0
237458600,Fishing vessel,Fishing vessel,,
237459500,Fishing vessel,Fishing vessel,,
237461200,Fishing vessel,Fishing vessel,,
237461700,Fishing vessel,Fishing vessel,,
237463900,Fishing vessel,Fishing vessel,,
237464000,Fishing vessel,Fishing vessel,,137.0
237465100,Fishing vessel,Fishing vessel,,
237465600,Fishing vessel,Fishing vessel,,
237468000,Fishing vessel,Fishing vessel,,170.0
237468800,Fishing vessel,Fishing vessel,,6.0
237470000,Fishing vessel,Fishing vessel,,159.0
237470600,Fishing vessel,Fishing vessel,,
237472700,Fishing vessel,Fishing vessel,,
237473700,Fishing vessel,Fishing vessel,,
237474700,Fishing vessel,Fishing vessel,,
237475000,Fishing vessel,Fishing vessel,,
237475700,Fishing vessel,Fishing vessel,,
237477100,Fishing vessel,Fishing vessel,,
237478000,Fishing vessel,Fishing vessel,,175.0
237478400,Fishing vessel,Fishing vessel,,13.0
237479800,Fishing vessel,Fishing vessel,,
237480800,Fishing vessel,Fishing vessel,,23.0
237481100,Fishing vessel,Fishing vessel,,
237482000,Fishing vessel,Fishing vessel,,146.0
237484000,Fishing vessel,Fishing vessel,,131.0
237484200,Fishing vessel,Fishing vessel,,
237486200,Fishing vessel,Fishing vessel,,
237487000,Fishing vessel,Fishing vessel,,135.0
237487900,Fishing vessel,Fishing vessel,,
237488000,Fishing vessel,Fishing vessel,,
237488200,Fishing vessel,Fishing vessel,,14.0
237488300,Fishing vessel,Fishing vessel,,15.0
237489400,Fishing vessel,Fishing vessel,,
237491800,Fishing vessel,Fishing vessel,,
237492300,Fishing vessel,Fishing vessel,,
237497900,Fishing vessel,Fishing vessel,,21.0
237498000,Fishing vessel,Fishing vessel,,128.0
237498100,Fishing vessel,Fishing vessel,,
237499000,Fishing vessel,Fishing vessel,,24.0
237499200,Fishing vessel,Fishing vessel,,
237501000,Fishing vessel,Fishing vessel,,25.0
237501900,Fishing vessel,Fishing vessel,,
237502000,Fishing vessel,Fishing vessel,,
237502400,Fishing vessel,Fishing vessel,,6.0
237503000,Fishing vessel,Fishing vessel,,123.0
237512200,Fishing vessel,Fishing vessel,,
237516000,Fishing vessel,Fishing vessel,,140.0
237516600,Fishing vessel,Fishing vessel,,
237517000,Fishing vessel,Fishing vessel,,112.0
237518000,Fishing vessel,Fishing vessel,,
237519000,Fishing vessel,Fishing vessel,,112.0
237521800,Fishing vessel,Fishing vessel,,
237525000,Fishing vessel,Fishing vessel,,119.0
237526000,Fishing vessel,Fishing vessel,,79.0
237527000,Fishing vessel,Fishing vessel,,
237534000,Fishing vessel,Fishing vessel,,108.0
237535000,Fishing vessel,Fishing vessel,,92.0
237536000,Fishing vessel,Fishing vessel,,134.0
237538000,Fishing vessel,Fishing vessel,,165.0
237538600,Fishing vessel,Fishing vessel,,
237538800,Fishing vessel,Fishing vessel,,
237539000,Fishing vessel,Fishing vessel,,74.0
237540000,Fishing vessel,Fishing vessel,,20.0
237543000,Fishing vessel,Fishing vessel,,
237543900,Fishing vessel,Fishing vessel,,15.0
237544000,Fishing vessel,Fishing vessel,,
237544800,Fishing vessel,Fishing vessel,,
237545800,Fishing vessel,Fishing vessel,,
237546000,Fishing vessel,Fishing vessel,,
237547000,Fishing vessel,Fishing vessel,,53.0
237547700,Fishing vessel,Fishing vessel,,
237547800,Fishing vessel,Fishing vessel,,
237549000,Fishing vessel,Fishing vessel,,60.0
237550900,Fishing vessel,Fishing vessel,,
237552000,Fishing vessel,Fishing vessel,,
237553000,Fishing vessel,Fishing vessel,,
237554000,Fishing vessel,Fishing vessel,,17.0
237554800,Fishing vessel,Fishing vessel,,
237555000,Fishing vessel,Fishing vessel,,
237556000,Fishing vessel,Fishing vessel,,40.0
237556300,Fishing vessel,Fishing vessel,,
237558000,Fishing vessel,Fishing vessel,,36.0
237570000,Fishing vessel,Fishing vessel,,24.0
237581000,Fishing vessel,Fishing vessel,,55.0
237586000,Fishing vessel,Fishing vessel,,43.0
237589000,Fishing vessel,Fishing vessel,,29.0
237591000,Fishing vessel,Fishing vessel,,
237593400,Fishing vessel,Fishing vessel,,
237597700,Fishing vessel,Fishing vessel,,
237598000,Fishing vessel,Fishing vessel,,50.0
237598500,Fishing vessel,Fishing vessel,,
237599000,Fishing vessel,Fishing vessel,,46.0
237599200,Fishing vessel,Fishing vessel,,21.0
237599800,Fishing vessel,Fishing vessel,,
237600800,Fishing vessel,Fishing vessel,,
237602000,Fishing vessel,Fishing vessel,,32.0
237602200,Fishing vessel,Fishing vessel,,
237604000,Fishing vessel,Fishing vessel,,
237604700,Fishing vessel,Fishing vessel,,
237609900,Fishing vessel,Fishing vessel,,
237610000,Fishing vessel,Fishing vessel,,48.0
237612300,Fishing vessel,Fishing vessel,,
237612600,Fishing vessel,Fishing vessel,,
237613000,Fishing vessel,Fishing vessel,,128.0
237614400,Fishing vessel,Fishing vessel,,
237615000,Fishing vessel,Fishing vessel,,
237615200,Fishing vessel,Fishing vessel,,9.0
237616000,Fishing vessel,Fishing vessel,,31.0
237617600,Fishing vessel,Fishing vessel,,
237618000,Fishing vessel,Fishing vessel,,43.0
237618100,Fishing vessel,Fishing vessel,,
237622000,Fishing vessel,Fishing vessel,,49.0
237623000,Fishing vessel,Fishing vessel,,55.0
237623800,Fishing vessel,Fishing vessel,,
237624000,Fishing vessel,Fishing vessel,,65.0
237625000,Fishing vessel,Fishing vessel,,
237630000,Fishing vessel,Fishing vessel,,37.0
237630700,Fishing vessel,Fishing vessel,,
237631000,Fishing vessel,Fishing vessel,,
237632000,Fishing vessel,Fishing vessel,,
237636000,Fishing vessel,Fishing vessel,,
237637000,Fishing vessel,Fishing vessel,,
237638000,Fishing vessel,Fishing vessel,,58.0
237643000,Fishing vessel,Fishing vessel,,20.0
237644000,Fishing vessel,Fishing vessel,,137.0
237653000,Fishing vessel,Fishing vessel,,115.0
237654000,Fishing vessel,Fishing vessel,,121.0
237655000,Fishing vessel,Fishing vessel,,
237656000,Fishing vessel,Fishing vessel,,107.0
237658000,Fishing vessel,Fishing vessel,,
237659000,Fishing vessel,Fishing vessel,,
237662000,Fishing vessel,Fishing vessel,,80.0
237663000,Fishing vessel,Fishing vessel,,
237664000,Fishing vessel,Fishing vessel,,58.0
237665600,Fishing vessel,Fishing vessel,,
237667400,Fishing vessel,Fishing vessel,,
237667500,Fishing vessel,Fishing vessel,,9.0
237671000,Fishing vessel,Fishing vessel,,
237675000,Fishing vessel,Fishing vessel,,
237676500,Fishing vessel,Fishing vessel,,
237677400,Fishing vessel,Fishing vessel,,
237680200,Fishing vessel,Fishing vessel,,
237680600,Fishing vessel,Fishing vessel,,15.0
237680900,Fishing vessel,Fishing vessel,,
237686300,Fishing vessel,Fishing vessel,,
237687000,Fishing vessel,Fishing vessel,,45.0
237688000,Fishing vessel,Fishing vessel,,35.0
237689000,Fishing vessel,Fishing vessel,,
237689600,Fishing vessel,Fishing vessel,,
237690000,Fishing vessel,Fishing vessel,,
237692000,Fishing vessel,Fishing vessel,,
237695000,Fishing vessel,Fishing vessel,,
237695500,Fishing vessel,Fishing vessel,,
237696000,Fishing vessel,Fishing vessel,,
237696500,Fishing vessel,Fishing vessel,,
237696600,Fishing vessel,Fishing vessel,,
237696700,Fishing vessel,Fishing vessel,,
237697000,Fishing vessel,Fishing vessel,,133.0
237698000,Fishing vessel,Fishing vessel,,138.0
237699000,Fishing vessel,Fishing vessel,,133.0
237699200,Fishing vessel,Fishing vessel,,
237699400,Fishing vessel,Fishing vessel,,
237699600,Fishing vessel,Fishing vessel,,
237699800,Fishing vessel,Fishing vessel,,
237732200,Fishing vessel,Fishing vessel,,
237735100,Fishing vessel,Fishing vessel,,
237735800,Fishing vessel,Fishing vessel,,
237736200,Fishing vessel,Fishing vessel,,
237738400,Fishing vessel,Fishing vessel,,
237739300,Fishing vessel,Fishing vessel,,
237741700,Fishing vessel,Fishing vessel,,
237741900,Fishing vessel,Fishing vessel,,
237743200,Fishing vessel,Fishing vessel,,
237743500,Fishing vessel,Fishing vessel,,
237744400,Fishing vessel,Fishing vessel,,
237744600,Fishing vessel,Fishing vessel,,
237745600,Fishing vessel,Fishing vessel,,
237745800,Fishing vessel,Fishing vessel,,
237746500,Fishing vessel,Fishing vessel,,12.0
237747400,Fishing vessel,Fishing vessel,,
237749400,Fishing vessel,Fishing vessel,,
237761100,Fishing vessel,Fishing vessel,,7.0
237761200,Fishing vessel,Fishing vessel,,
237766600,Fishing vessel,Fishing vessel,,
237768400,Fishing vessel,Fishing vessel,,
237775800,Fishing vessel,Fishing vessel,,
237778600,Fishing vessel,Fishing vessel,,
237790300,Fishing vessel,Fishing vessel,,
237792200,Fishing vessel,Fishing vessel,,11.0
237798500,Fishing vessel,Fishing vessel,,
237799600,Fishing vessel,Fishing vessel,,6.0
237801000,Fishing vessel,Fishing vessel,,137.0
237802000,Fishing vessel,Fishing vessel,,128.0
237802800,Fishing vessel,Fishing vessel,,
237804100,Fishing vessel,Fishing vessel,,
237805000,Fishing vessel,Fishing vessel,,138.0
237806000,Fishing vessel,Fishing vessel,,
237809000,Fishing vessel,Fishing vessel,,
237809200,Fishing vessel,Fishing vessel,,
237810000,Fishing vessel,Fishing vessel,,
237811600,Fishing vessel,Fishing vessel,,
237812400,Fishing vessel,Fishing vessel,,
237813000,Fishing vessel,Fishing vessel,,
237814000,Fishing vessel,Fishing vessel,,70.0
237814100,Fishing vessel,Fishing vessel,,
237814400,Fishing vessel,Fishing vessel,,4.0
237814700,Fishing vessel,Fishing vessel,,
237815000,Fishing vessel,Fishing vessel,,
237816500,Fishing vessel,Fishing vessel,,
237816900,Fishing vessel,Fishing vessel,,
237821100,Fishing vessel,Fishing vessel,,
237821200,Fishing vessel,Fishing vessel,,8.0
237823100,Fishing vessel,Fishing vessel,,
237824500,Fishing vessel,Fishing vessel,,
237828300,Fishing vessel,Fishing vessel,,
237828600,Fishing vessel,Fishing vessel,,
237831700,Fishing vessel,Fishing vessel,,
237832900,Fishing vessel,Fishing vessel,,
237833500,Fishing vessel,Fishing vessel,,
237833600,Fishing vessel,Fishing vessel,,1.0
237833700,Fishing vessel,Fishing vessel,,
237834600,Fishing vessel,Fishing vessel,,
237834700,Fishing vessel,Fishing vessel,,
237835400,Fishing vessel,Fishing vessel,,
237835500,Fishing vessel,Fishing vessel,,
237835700,Fishing vessel,Fishing vessel,,
237836600,Fishing vessel,Fishing vessel,,
237837200,Fishing vessel,Fishing vessel,,
237838200,Fishing vessel,Fishing vessel,,9.0
237838300,Fishing vessel,Fishing vessel,,
237838400,Fishing vessel,Fishing vessel,,2.0
237839500,Fishing vessel,Fishing vessel,,
237839900,Fishing vessel,Fishing vessel,,8.0
237840400,Fishing vessel,Fishing vessel,,
237840600,Fishing vessel,Fishing vessel,,
237840800,Fishing vessel,Fishing vessel,,
237840900,Fishing vessel,Fishing vessel,,
237842100,Fishing vessel,Fishing vessel,,
237842400,Fishing vessel,Fishing vessel,,3.0
237844000,Fishing vessel,Fishing vessel,,
237845900,Fishing vessel,Fishing vessel,,
237847200,Fishing vessel,Fishing vessel,,
237849300,Fishing vessel,Fishing vessel,,
237849600,Fishing vessel,Fishing vessel,,
237849800,Fishing vessel,Fishing vessel,,
237849900,Fishing vessel,Fishing vessel,,
237850000,Fishing vessel,Fishing vessel,,
237850100,Fishing vessel,Fishing vessel,,3.0
237850700,Fishing vessel,Fishing vessel,,
237850800,Fishing vessel,Fishing vessel,,
237851600,Fishing vessel,Fishing vessel,,
237851800,Fishing vessel,Fishing vessel,,
237851900,Fishing vessel,Fishing vessel,,10.0
237852000,Fishing vessel,Fishing vessel,,98.0
237852600,Fishing vessel,Fishing vessel,,17.0
237853000,Fishing vessel,Fishing vessel,,
237853700,Fishing vessel,Fishing vessel,,
237854300,Fishing vessel,Fishing vessel,,
237854600,Fishing vessel,Fishing vessel,,
237854900,Fishing vessel,Fishing vessel,,6.0
237855200,Fishing vessel,Fishing vessel,,4.0
237855700,Fishing vessel,Fishing vessel,,
237856200,Fishing vessel,Fishing vessel,,
237856500,Fishing vessel,Fishing vessel,,7.0
237857200,Fishing vessel,Fishing vessel,,
237857700,Fishing vessel,Fishing vessel,,
237858400,Fishing vessel,Fishing vessel,,10.0
237858800,Fishing vessel,Fishing vessel,,1999.0
237860000,Fishing vessel,Fishing vessel,,
237861000,Fishing vessel,Fishing vessel,,85.0
237861400,Fishing vessel,Fishing vessel,,
237863200,Fishing vessel,Fishing vessel,,
237863300,Fishing vessel,Fishing vessel,,10.0
237863800,Fishing vessel,Fishing vessel,,
237865900,Fishing vessel,Fishing vessel,,
237866100,Fishing vessel,Fishing vessel,,19.0
237868700,Fishing vessel,Fishing vessel,,
237868800,Fishing vessel,Fishing vessel,,
237869700,Fishing vessel,Fishing vessel,,
237869800,Fishing vessel,Fishing vessel,,
237870000,Fishing vessel,Fishing vessel,,109.0
237871000,Fishing vessel,Fishing vessel,,137.0
237874300,Fishing vessel,Fishing vessel,,
237875000,Fishing vessel,Fishing vessel,,
237875300,Fishing vessel,Fishing vessel,,
237876000,Fishing vessel,Fishing vessel,,111.0
237876400,Fishing vessel,Fishing vessel,,
237878100,Fishing vessel,Fishing vessel,,
237878500,Fishing vessel,Fishing vessel,,
237880000,Fishing vessel,Fishing vessel,,171.0
237881000,Fishing vessel,Fishing vessel,,
237883000,Fishing vessel,Fishing vessel,,144.0
237884000,Fishing vessel,Fishing vessel,,66.0
237885000,Fishing vessel,Fishing vessel,,120.0
237887000,Fishing vessel,Fishing vessel,,
237887100,Fishing vessel,Fishing vessel,,
237887400,Fishing vessel,Fishing vessel,,
237889000,Fishing vessel,Fishing vessel,,110.0
237890500,Fishing vessel,Fishing vessel,,
237893600,Fishing vessel,Fishing vessel,,3.0
237897400,Fishing vessel,Fishing vessel,,17.0
237897700,Fishing vessel,Fishing vessel,,
237897800,Fishing vessel,Fishing vessel,,
237899500,Fishing vessel,Fishing vessel,,
237900000,Fishing vessel,Fishing vessel,,164.0
237902900,Fishing vessel,Fishing vessel,,
237904000,Fishing vessel,Fishing vessel,,
237904200,Fishing vessel,Fishing vessel,,
237905000,Fishing vessel,Fishing vessel,,32.0
237908700,Fishing vessel,Fishing vessel,,12.0
237910600,Fishing vessel,Fishing vessel,,
237912400,Fishing vessel,Fishing vessel,,
237912500,Fishing vessel,Fishing vessel,,
237913000,Fishing vessel,Fishing vessel,,87.0
237913600,Fishing vessel,Fishing vessel,,
237914000,Fishing vessel,Fishing vessel,,22.0
237915000,Fishing vessel,Fishing vessel,,
237916100,Fishing vessel,Fishing vessel,,
237918000,Fishing vessel,Fishing vessel,,112.0
237919000,Fishing vessel,Fishing vessel,,133.0
237920000,Fishing vessel,Fishing vessel,,59.0
237922000,Fishing vessel,Fishing vessel,,97.0
237922100,Fishing vessel,Fishing vessel,,
237922200,Fishing vessel,Fishing vessel,,
237922400,Fishing vessel,Fishing vessel,,
237922700,Fishing vessel,Fishing vessel,,
237922800,Fishing vessel,Fishing vessel,,
237922900,Fishing vessel,Fishing vessel,,
237923100,Fishing vessel,Fishing vessel,,
237924000,Fishing vessel,Fishing vessel,,
237924800,Fishing vessel,Fishing vessel,,
237925500,Fishing vessel,Fishing vessel,,
237926100,Fishing vessel,Fishing vessel,,10.0
237927100,Fishing vessel,Fishing vessel,,3.0
237928700,Fishing vessel,Fishing vessel,,
237929400,Fishing vessel,Fishing vessel,,16.0
237929600,Fishing vessel,Fishing vessel,,
237930000,Fishing vessel,Fishing vessel,,154.0
237930400,Fishing vessel,Fishing vessel,,3.0
237930900,Fishing vessel,Fishing vessel,,11.0
237932600,Fishing vessel,Fishing vessel,,
237934000,Fishing vessel,Fishing vessel,,53.0
237935000,Fishing vessel,Fishing vessel,,
237936600,Fishing vessel,Fishing vessel,,
237936700,Fishing vessel,Fishing vessel,,
237937700,Fishing vessel,Fishing vessel,,12.0
237939100,Fishing vessel,Fishing vessel,,
237939800,Fishing vessel,Fishing vessel,,3.0
237940900,Fishing vessel,Fishing vessel,,
237946600,Fishing vessel,Fishing vessel,,
237947400,Fishing vessel,Fishing vessel,,10.0
237947500,Fishing vessel,Fishing vessel,,
237947600,Fishing vessel,Fishing vessel,,
237947900,Fishing vessel,Fishing vessel,,
237948600,Fishing vessel,Fishing vessel,,
237948700,Fishing vessel,Fishing vessel,,
237948800,Fishing vessel,Fishing vessel,,4.0
237949200,Fishing vessel,Fishing vessel,,
237949300,Fishing vessel,Fishing vessel,,
237949500,Fishing vessel,Fishing vessel,,
237950700,Fishing vessel,Fishing vessel,,
237951600,Fishing vessel,Fishing vessel,,
237952300,Fishing vessel,Fishing vessel,,
237952800,Fishing vessel,Fishing vessel,,
237953400,Fishing vessel,Fishing vessel,,
237953900,Fishing vessel,Fishing vessel,,
237954000,Fishing vessel,Fishing vessel,,
237954900,Fishing vessel,Fishing vessel,,
237955500,Fishing vessel,Fishing vessel,,
237955600,Fishing vessel,Fishing vessel,,2.0
237955800,Fishing vessel,Fishing vessel,,
237956200,Fishing vessel,Fishing vessel,,
237956400,Fishing vessel,Fishing vessel,,16.0
237956900,Fishing vessel,Fishing vessel,,
237957100,Fishing vessel,Fishing vessel,,5.0
237957600,Fishing vessel,Fishing vessel,,5.0
237957700,Fishing vessel,Fishing vessel,,
237957800,Fishing vessel,Fishing vessel,,
237958000,Fishing vessel,Fishing vessel,,
237958100,Fishing vessel,Fishing vessel,,
237958300,Fishing vessel,Fishing vessel,,7.0
237958600,Fishing vessel,Fishing vessel,,
237958700,Fishing vessel,Fishing vessel,,
237959000,Fishing vessel,Fishing vessel,,28.0
237959300,Fishing vessel,Fishing vessel,,
237960000,Fishing vessel,Fishing vessel,,
237960800,Fishing vessel,Fishing vessel,,
237961000,Fishing vessel,Fishing vessel,,
237961400,Fishing vessel,Fishing vessel,,
237961900,Fishing vessel,Fishing vessel,,28.0
237962000,Fishing vessel,Fishing vessel,,
237962100,Fishing vessel,Fishing vessel,,3.0
237962400,Fishing vessel,Fishing vessel,,4.0
237962800,Fishing vessel,Fishing vessel,,
237962900,Fishing vessel,Fishing vessel,,4.0
237963100,Fishing vessel,Fishing vessel,,
237963200,Fishing vessel,Fishing vessel,,
237964000,Fishing vessel,Fishing vessel,,
237964100,Fishing vessel,Fishing vessel,,
237964600,Fishing vessel,Fishing vessel,,
237965000,Fishing vessel,Fishing vessel,,
237965300,Fishing vessel,Fishing vessel,,
237965400,Fishing vessel,Fishing vessel,,10.0
237965900,Fishing vessel,Fishing vessel,,4.0
237966600,Fishing vessel,Fishing vessel,,
237967300,Fishing vessel,Fishing vessel,,
237967600,Fishing vessel,Fishing vessel,,20.0
237968000,Fishing vessel,Fishing vessel,,
237968800,Fishing vessel,Fishing vessel,,
237969000,Fishing vessel,Fishing vessel,,
237969200,Fishing vessel,Fishing vessel,,
237969400,Fishing vessel,Fishing vessel,,
237970200,Fishing vessel,Fishing vessel,,
237970400,Fishing vessel,Fishing vessel,,9.0
237971200,Fishing vessel,Fishing vessel,,
237975300,Fishing vessel,Fishing vessel,,
237975900,Fishing vessel,Fishing vessel,,11.0
237976600,Fishing vessel,Fishing vessel,,13.0
