mmsi,label,sublabel,length,tonnage,country
235089701,Passenger,Sailing,nan,nan,nan
235089707,Passenger,Sailing,nan,nan,nan
235089788,Fishing vessel,Fishing vessel,nan,nan,GBR
235089801,Fishing vessel,Fishing vessel,nan,nan,GBR
235089955,Trawlers,Trawlers,24.800000000000001,246.0,GBR
235089971,Fishing vessel,Fishing vessel,nan,nan,GBR
235090038,Fishing vessel,Fishing vessel,nan,nan,GBR
235090081,Fishing vessel,Fishing vessel,nan,nan,GBR
235090169,Fishing vessel,Fishing vessel,nan,nan,GBR
235090183,Cargo/Tanker,Cargo,nan,nan,nan
235090189,Trawlers,Trawlers,23.989999999999998,159.0,GBR
235090316,Passenger,Passenger,nan,nan,nan
235090365,Fishing vessel,Fishing vessel,nan,nan,GBR
235090387,Tug/Pilot/Supply,Pilot,nan,nan,nan
235090409,Fishing vessel,Fishing vessel,nan,nan,GBR
235090415,Pots and Traps,Pots and Traps,12.73,19.579999999999998,GBR
235090444,Fishing vessel,Fishing vessel,nan,nan,GBR
235090516,Fishing vessel,Fishing vessel,nan,nan,GBR
235090771,Set gillnets,Set gillnets,17.760000000000005,47.0,GBR
235090787,Fishing vessel,Fishing vessel,nan,nan,GBR
235090834,Trawlers,Trawlers,13.949999999999999,43.369999999999997,GBR
235090869,Fishing vessel,Fishing vessel,nan,nan,GBR
235090978,Pots and Traps,Pots and Traps,nan,3.7999999999999998,nan
235091079,Fishing vessel,Fishing vessel,nan,nan,GBR
235091175,Trawlers,Trawlers,23.989999999999998,164.0,GBR
235091248,Passenger,Sailing,nan,nan,nan
235091257,Fishing vessel,Fishing vessel,nan,1.6599999999999999,nan
235091405,Fishing vessel,Fishing vessel,nan,nan,GBR
235091719,Passenger,Sailing,nan,nan,nan
235091818,Fishing vessel,Fishing vessel,nan,3.0,nan
235091884,Fishing vessel,Fishing vessel,nan,nan,GBR
235091917,Fishing vessel,Fishing vessel,nan,nan,GBR
235091962,Trawlers,Trawlers,9.9000000000000004,11.460000000000001,nan
235092081,Pots and Traps,Pots and Traps,nan,1.4399999999999999,nan
235092091,Fishing vessel,Fishing vessel,nan,nan,GBR
235092219,Fishing vessel,Fishing vessel,nan,nan,GBR
235092244,Fishing vessel,Fishing vessel,nan,nan,GBR
235092375,Pots and Traps,Pots and Traps,7.6200000000000001,3.8399999999999999,GBR
235092453,Cargo/Tanker,Cargo,nan,nan,nan
235092479,Fishing vessel,Fishing vessel,nan,2.75,nan
235092672,Fishing vessel,Fishing vessel,nan,8.0,GBR
235093015,Trawlers,Trawlers,20.370000000000001,106.0,GBR
235093127,Fishing vessel,Fishing vessel,nan,2.0,nan
235093636,Fishing vessel,Fishing vessel,nan,2.5,nan
235093883,Tug/Pilot/Supply,Tug,nan,nan,nan
235094088,Fishing vessel,Fishing vessel,nan,3.0,nan
235094235,Fishing vessel,Fishing vessel,nan,1.3200000000000001,GBR
235094345,Fishing vessel,Fishing vessel,nan,6.2000000000000002,nan
235094386,Fishing vessel,Fishing vessel,nan,nan,GBR
235094412,Fishing vessel,Fishing vessel,nan,5.0999999999999996,nan
235094789,Set gillnets,Set gillnets,11.949999999999999,26.719999999999999,GBR
235094798,Fishing vessel,Fishing vessel,nan,nan,GBR
235094921,Fishing vessel,Fishing vessel,nan,3.6899999999999999,nan
235094999,Fishing vessel,Fishing vessel,nan,nan,GBR
235095109,Pots and Traps,Pots and Traps,16.420000000000002,106.0,GBR
235095124,Fishing vessel,Fishing vessel,nan,nan,GBR
235095135,Passenger,Sailing,nan,nan,nan
235095162,Cargo/Tanker,Cargo,nan,nan,nan
235095223,Fishing vessel,Fishing vessel,nan,nan,GBR
235095314,Fishing vessel,Fishing vessel,nan,2.6400000000000001,nan
235095371,Fishing vessel,Fishing vessel,nan,1.6000000000000001,nan
235095618,Fishing vessel,Fishing vessel,nan,4.0999999999999996,nan
235095629,Cargo/Tanker,Cargo,nan,nan,nan
235095634,Trawlers,Trawlers,40.270000000000003,336.0,GBR
235095849,Trawlers,Trawlers,11.949999999999999,25.93,GBR
235095891,Fishing vessel,Fishing vessel,nan,nan,GBR
235095929,Fishing vessel,Fishing vessel,nan,nan,GBR
235095933,Fishing vessel,Fishing vessel,nan,nan,GBR
235095948,Fishing vessel,Fishing vessel,nan,nan,GBR
235096056,Fishing vessel,Fishing vessel,nan,nan,GBR
235096094,Trawlers,Trawlers,23.969999999999999,152.0,GBR
235096106,Trawlers,Trawlers,19.0,183.0,GBR
235096124,Fishing vessel,Fishing vessel,nan,nan,GBR
235096263,Pots and Traps,Pots and Traps,10.779999999999999,16.780000000000001,GBR
235096332,Fishing vessel,Fishing vessel,nan,nan,GBR
235096368,Trawlers,Trawlers,39.100000000000001,499.0,GBR
235096403,Fishing vessel,Fishing vessel,nan,nan,GBR
235096462,Fishing vessel,Fishing vessel,nan,nan,GBR
235096797,Fishing vessel,Fishing vessel,nan,nan,GBR
235096845,Trawlers,Trawlers,23.960000000000001,150.0,GBR
235096863,Trawlers,Trawlers,11.6,21.789999999999999,GBR
235096987,Trawlers,Trawlers,26.5,180.0,GBR
235097013,Set gillnets,Set gillnets,20.600000000000001,140.0,GBR
235097081,Passenger,Sailing,nan,nan,nan
235097102,Fishing vessel,Fishing vessel,nan,nan,GBR
235097123,Fishing vessel,Fishing vessel,nan,nan,GBR
235097217,Pots and Traps,Pots and Traps,9.9100000000000001,10.369999999999999,GBR
235097329,Passenger,Sailing,nan,nan,nan
235097375,Pots and Traps,Pots and Traps,nan,1.55,nan
235097404,Fishing vessel,Fishing vessel,nan,nan,GBR
235097481,Fishing vessel,Fishing vessel,nan,0.90000000000000002,nan
235097529,Fishing vessel,Fishing vessel,nan,nan,GBR
235097649,Trawlers,Trawlers,14.949999999999999,23.399999999999999,nan
235097703,Fishing vessel,Fishing vessel,nan,nan,GBR
235097972,Fishing vessel,Fishing vessel,nan,nan,GBR
235098032,Fishing vessel,Fishing vessel,nan,nan,GBR
235098045,Fishing vessel,Fishing vessel,nan,nan,GBR
235098054,Fishing vessel,Fishing vessel,nan,nan,GBR
235098106,Fishing vessel,Fishing vessel,nan,2.0,nan
235098246,Fishing vessel,Fishing vessel,nan,nan,GBR
235098256,Trawlers,Trawlers,40.719999999999999,441.0,GBR
235098355,Fishing vessel,Fishing vessel,nan,2.5499999999999998,nan
235098426,Fishing vessel,Fishing vessel,nan,nan,GBR
235098688,Fishing vessel,Fishing vessel,nan,4.3899999999999997,nan
235098693,Fishing vessel,Fishing vessel,nan,1.4399999999999999,nan
235098725,Fishing vessel,Fishing vessel,nan,nan,GBR
235098868,Fishing vessel,Fishing vessel,nan,nan,GBR
235098936,Trawlers,Trawlers,nan,12.0,GBR
235098956,Trawlers,Trawlers,23.0,227.0,GBR
235099244,Set gillnets,Set gillnets,20.399999999999999,109.0,GBR
235099251,Fishing vessel,Fishing vessel,nan,0.93000000000000005,nan
235099307,Fishing vessel,Fishing vessel,nan,nan,GBR
235099428,Fishing vessel,Fishing vessel,nan,2.9399999999999999,nan
235099592,Pots and Traps,Pots and Traps,7.3200000000000003,2.0800000000000001,GBR
235099603,Fishing vessel,Fishing vessel,nan,nan,GBR
235099788,Fishing vessel,Fishing vessel,nan,1.5600000000000001,nan
235099883,Passenger,Sailing,nan,nan,nan
235099931,Fishing vessel,Fishing vessel,nan,nan,GBR
235099968,Passenger,Sailing,nan,nan,nan
235100009,Fishing vessel,Fishing vessel,nan,nan,GBR
235100124,Fishing vessel,Fishing vessel,nan,3.0,GBR
235100159,Pots and Traps,Pots and Traps,11.9,20.005000000000006,GBR
235100202,Fishing vessel,Fishing vessel,nan,nan,GBR
235100265,Fishing vessel,Fishing vessel,nan,1.0,nan
235100286,Fishing vessel,Fishing vessel,nan,11.0,nan
235100414,Trawlers,Trawlers,25.940000000000001,261.0,GBR
235100483,Fishing vessel,Fishing vessel,nan,9.0,nan
235100553,Fishing vessel,Fishing vessel,nan,nan,GBR
235100625,Fishing vessel,Fishing vessel,nan,nan,GBR
235100821,Fishing vessel,Fishing vessel,nan,nan,GBR
235101000,Set gillnets,Set gillnets,15.15,66.0,GBR
235101102,Longliners,Set longlines,26.920000000000002,187.0,GBR
235101187,Trawlers,Trawlers,10.9,12.470000000000001,GBR
235101597,Fishing vessel,Fishing vessel,nan,nan,GBR
235101674,Fishing vessel,Fishing vessel,nan,nan,GBR
235101686,Fishing vessel,Fishing vessel,nan,nan,GBR
235102047,Fishing vessel,Fishing vessel,nan,nan,GBR
235102162,Fishing vessel,Fishing vessel,nan,nan,GBR
235102179,Fishing vessel,Fishing vessel,nan,nan,GBR
235102422,Fishing vessel,Fishing vessel,nan,0.5,nan
235102453,Set gillnets,Set gillnets,9.9000000000000004,15.44,GBR
235102493,Fishing vessel,Fishing vessel,nan,nan,GBR
235102499,Fishing vessel,Fishing vessel,nan,nan,GBR
235102558,Fishing vessel,Fishing vessel,nan,nan,GBR
235102585,Fishing vessel,Fishing vessel,nan,nan,GBR
235102637,Fishing vessel,Fishing vessel,nan,nan,GBR
235102642,Fishing vessel,Fishing vessel,nan,2.04,nan
235102697,Trawlers,Trawlers,38.100000000000001,850.0,GBR
235102739,Fishing vessel,Fishing vessel,nan,nan,GBR
235102745,Fishing vessel,Fishing vessel,nan,nan,GBR
235102765,Fishing vessel,Fishing vessel,nan,nan,GBR
235102832,Fishing vessel,Fishing vessel,nan,2.02,nan
235103000,Trawlers,Trawlers,18.620000000000001,69.790000000000006,GBR
235103029,Tug/Pilot/Supply,Pilot,nan,nan,nan
235103048,Trawlers,Trawlers,13.99,29.609999999999999,nan
235103069,Trawlers,Trawlers,12.949999999999999,23.609999999999999,GBR
235103134,Fishing vessel,Fishing vessel,nan,nan,GBR
235103197,Trawlers,Trawlers,86.060000000000002,4295.0,GBR
235103219,Fishing vessel,Fishing vessel,nan,nan,GBR
235103246,Fishing vessel,Fishing vessel,nan,2.0,nan
235103323,Fishing vessel,Fishing vessel,nan,nan,GBR
235103342,Fishing vessel,Fishing vessel,nan,nan,GBR
235103397,Trawlers,Trawlers,50.630000000000003,1230.0,GBR
235103398,Trawlers,Trawlers,50.630000000000003,1230.0,GBR
235103427,Fishing vessel,Fishing vessel,nan,nan,GBR
235103441,Fishing vessel,Fishing vessel,nan,nan,GBR
235103445,Fishing vessel,Fishing vessel,nan,1.24,nan
235103543,Fishing vessel,Fishing vessel,nan,5.0,nan
235103559,Fishing vessel,Fishing vessel,nan,nan,GBR
235103608,Trawlers,Trawlers,nan,8.1799999999999979,GBR
235103644,Fishing vessel,Fishing vessel,nan,nan,GBR
235103683,Trawlers,Trawlers,15.85,41.0,GBR
235103716,Fishing vessel,Fishing vessel,nan,2.7599999999999998,nan
235103725,Fishing vessel,Fishing vessel,nan,nan,GBR
235103737,Fishing vessel,Fishing vessel,nan,nan,GBR
235103741,Fishing vessel,Fishing vessel,nan,nan,GBR
235103742,Fishing vessel,Fishing vessel,nan,nan,GBR
235103745,Fishing vessel,Fishing vessel,nan,nan,GBR
235103775,Fishing vessel,Fishing vessel,nan,nan,GBR
235103804,Fishing vessel,Fishing vessel,nan,nan,GBR
235103824,Trawlers,Trawlers,26.010000000000002,261.0,GBR
235103933,Fishing vessel,Fishing vessel,nan,nan,GBR
235103997,Fishing vessel,Fishing vessel,nan,15.15,nan
235104000,Passenger,Passenger,nan,nan,nan
235104322,Fishing vessel,Fishing vessel,nan,4.2000000000000002,GBR
235104664,Fishing vessel,Fishing vessel,nan,2.0,nan
235104839,Fishing vessel,Fishing vessel,nan,nan,GBR
235105004,Trawlers,Trawlers,nan,7.96,nan
235105005,Pots and Traps,Pots and Traps,9.7799999999999994,6.6699999999999999,GBR
235105355,Fishing vessel,Fishing vessel,nan,nan,GBR
235105524,Pots and Traps,Pots and Traps,10.84,9.7200000000000006,GBR
235105528,Passenger,Sailing,nan,nan,nan
235105723,Pots and Traps,Pots and Traps,9.9800000000000004,8.9600000000000009,GBR
235105729,Fishing vessel,Fishing vessel,nan,1.0900000000000001,GBR
235105753,Pots and Traps,Pots and Traps,17.07,46.0,GBR
235105844,Trawlers,Trawlers,nan,24.0,nan
235105933,Fishing vessel,Fishing vessel,nan,nan,GBR
235105964,Fishing vessel,Fishing vessel,nan,nan,GBR
235106041,Fishing vessel,Fishing vessel,nan,nan,GBR
235106042,Fishing vessel,Fishing vessel,nan,0.5,nan
235106049,Trawlers,Trawlers,51.899999999999999,742.0,GBR
235106178,Fishing vessel,Fishing vessel,nan,nan,GBR
235106445,Fishing vessel,Fishing vessel,nan,nan,GBR
235106463,Fishing vessel,Fishing vessel,nan,nan,GBR
235106871,Fishing vessel,Fishing vessel,nan,32.119999999999997,nan
235106963,Fishing vessel,Fishing vessel,nan,nan,GBR
235107255,Fishing vessel,Fishing vessel,nan,nan,GBR
235107307,Passenger,Sailing,nan,nan,nan
235107334,Fishing vessel,Fishing vessel,nan,nan,GBR
235107428,Fishing vessel,Fishing vessel,nan,5.0800000000000001,GBR
235107475,Fishing vessel,Fishing vessel,nan,nan,GBR
235107482,Fishing vessel,Fishing vessel,nan,nan,GBR
235107535,Fishing vessel,Fishing vessel,nan,nan,GBR
235107608,Fishing vessel,Fishing vessel,nan,nan,GBR
235107684,Fishing vessel,Fishing vessel,nan,1.28,nan
235107777,Fishing vessel,Fishing vessel,nan,nan,GBR
235107858,Passenger,Sailing,nan,nan,nan
235107867,Fishing vessel,Fishing vessel,nan,1.6100000000000001,nan
235107957,Fishing vessel,Fishing vessel,nan,nan,GBR
235107979,Fishing vessel,Fishing vessel,nan,nan,GBR
235108033,Fishing vessel,Fishing vessel,nan,nan,GBR
235108035,Fishing vessel,Fishing vessel,nan,nan,GBR
235108066,Fishing vessel,Fishing vessel,nan,nan,GBR
235108121,Fishing vessel,Fishing vessel,nan,nan,GBR
235108126,Fishing vessel,Fishing vessel,nan,nan,GBR
235108169,Fishing vessel,Fishing vessel,nan,nan,GBR
235108172,Trawlers,Trawlers,28.0,494.57999999999998,GBR
235108201,Fishing vessel,Fishing vessel,nan,nan,GBR
235108224,Fishing vessel,Fishing vessel,nan,nan,GBR
235108337,Fishing vessel,Fishing vessel,nan,nan,GBR
235108477,Fishing vessel,Fishing vessel,nan,1.1799999999999999,nan
235108489,Trawlers,Trawlers,nan,18.0,nan
235108563,Trawlers,Trawlers,nan,9.0,nan
235108678,Fishing vessel,Fishing vessel,nan,nan,GBR
235108715,Pots and Traps,Pots and Traps,nan,3.5,GBR
235108729,Fishing vessel,Fishing vessel,nan,2.0,nan
235108736,Fishing vessel,Fishing vessel,nan,3.4199999999999999,nan
235108737,Pots and Traps,Pots and Traps,nan,3.9100000000000001,nan
235108769,Pots and Traps,Pots and Traps,nan,18.5,nan
235108775,Pots and Traps,Pots and Traps,nan,5.7199999999999998,nan
235108788,Fishing vessel,Fishing vessel,nan,10.300000000000001,nan
235108789,Pots and Traps,Pots and Traps,nan,1.0,nan
235108792,Fishing vessel,Fishing vessel,nan,1.8100000000000001,nan
235108796,Trawlers,Trawlers,nan,8.0,nan
235108801,Fishing vessel,Fishing vessel,nan,5.5,nan
235108811,Fishing vessel,Fishing vessel,nan,4.9699999999999998,nan
235108815,Fishing vessel,Fishing vessel,nan,1.6899999999999999,nan
235108817,Fishing vessel,Fishing vessel,nan,4.0,nan
235108832,Fishing vessel,Fishing vessel,nan,5.5300000000000002,nan
235108836,Fishing vessel,Fishing vessel,nan,6.9299999999999997,GBR
235108839,Fishing vessel,Fishing vessel,nan,7.9800000000000004,nan
235108855,Fishing vessel,Fishing vessel,nan,5.0599999999999996,nan
235108859,Fishing vessel,Fishing vessel,nan,2.0,nan
235108862,Trawlers,Trawlers,nan,11.300000000000001,nan
235108863,Pots and Traps,Pots and Traps,nan,610.0,GBR
235108864,Fishing vessel,Fishing vessel,nan,1.3999999999999999,nan
235108881,Pots and Traps,Pots and Traps,nan,3.5,nan
235108883,Fishing vessel,Fishing vessel,nan,3.3199999999999998,nan
235108904,Fishing vessel,Fishing vessel,nan,2.7999999999999998,nan
235108918,Fishing vessel,Fishing vessel,nan,3.48,nan
235108931,Fishing vessel,Fishing vessel,nan,1.5,nan
235108942,Pots and Traps,Pots and Traps,nan,1.9199999999999999,GBR
235108943,Fishing vessel,Fishing vessel,nan,1.51,nan
235108946,Pots and Traps,Pots and Traps,nan,15.66,nan
235108948,Fishing vessel,Fishing vessel,nan,2.1899999999999999,GBR
235108949,Passenger,Passenger,nan,nan,nan
235108956,Fishing vessel,Fishing vessel,nan,1.5800000000000001,GBR
235108962,Fishing vessel,Fishing vessel,nan,nan,GBR
235108964,Trawlers,Trawlers,nan,11.0,nan
235108978,Fishing vessel,Fishing vessel,nan,1.73,nan
235109003,Fishing vessel,Fishing vessel,nan,1.8,nan
235109013,Fishing vessel,Fishing vessel,nan,5.9400000000000004,nan
235109018,Fishing vessel,Fishing vessel,nan,nan,GBR
235109035,Fishing vessel,Fishing vessel,nan,2.0,GBR
235109036,Fishing vessel,Fishing vessel,nan,1.78,nan
235109037,Fishing vessel,Fishing vessel,nan,1.8,nan
235109038,Fishing vessel,Fishing vessel,nan,1.25,nan
235109041,Fishing vessel,Fishing vessel,nan,1.25,nan
235109042,Fishing vessel,Fishing vessel,nan,4.5,nan
235109044,Fishing vessel,Fishing vessel,nan,2.5,nan
235109061,Fishing vessel,Fishing vessel,nan,6.7999999999999998,nan
235109065,Fishing vessel,Fishing vessel,nan,2.8999999999999999,nan
235109067,Fishing vessel,Fishing vessel,nan,1.1200000000000001,nan
235109074,Fishing vessel,Fishing vessel,nan,5.6600000000000001,nan
235109075,Fishing vessel,Fishing vessel,nan,nan,GBR
235109084,Fishing vessel,Fishing vessel,nan,4.2999999999999998,nan
235109091,Fishing vessel,Fishing vessel,nan,6.5,GBR
235109093,Trawlers,Trawlers,nan,8.5999999999999979,nan
235109099,Fishing vessel,Fishing vessel,nan,1.96,nan
235109109,Trawlers,Trawlers,nan,11.0,GBR
235109128,Fishing vessel,Fishing vessel,nan,1.79,nan
235109149,Fishing vessel,Fishing vessel,nan,4.0,nan
235109153,Fishing vessel,Fishing vessel,nan,1.7,nan
235109174,Fishing vessel,Fishing vessel,nan,4.0,nan
235109201,Pots and Traps,Pots and Traps,nan,7.5,nan
235109204,Fishing vessel,Fishing vessel,nan,nan,GBR
235109209,Pots and Traps,Pots and Traps,nan,11.0,nan
235109229,Fishing vessel,Fishing vessel,nan,5.8399999999999999,GBR
235109232,Trawlers,Trawlers,nan,3.9900000000000002,nan
235109244,Fishing vessel,Fishing vessel,nan,3.0,nan
235109246,Pots and Traps,Pots and Traps,nan,1.52,nan
235109271,Fishing vessel,Fishing vessel,nan,0.5,nan
235109273,Pots and Traps,Pots and Traps,nan,2.8700000000000001,GBR
235109276,Fishing vessel,Fishing vessel,nan,1.74,nan
235109279,Fishing vessel,Fishing vessel,nan,4.5800000000000001,nan
235109291,Fishing vessel,Fishing vessel,nan,8.0,nan
235109323,Trawlers,Trawlers,nan,13.0,nan
235109324,Fishing vessel,Fishing vessel,nan,1.74,nan
235109328,Fishing vessel,Fishing vessel,nan,7.1600000000000001,nan
235109332,Fishing vessel,Fishing vessel,nan,2.8700000000000001,GBR
235109342,Fishing vessel,Fishing vessel,nan,4.6200000000000001,nan
235109404,Fishing vessel,Fishing vessel,nan,1.5,nan
235109405,Fishing vessel,Fishing vessel,nan,1.5,nan
235109408,Fishing vessel,Fishing vessel,nan,1.45,nan
235109416,Fishing vessel,Fishing vessel,nan,15.09,nan
235109428,Fishing vessel,Fishing vessel,nan,1.0,nan
235109432,Fishing vessel,Fishing vessel,nan,10.0,GBR
235109433,Pots and Traps,Pots and Traps,nan,1.8799999999999999,nan
235109446,Fishing vessel,Fishing vessel,nan,1.8,nan
235109468,Fishing vessel,Fishing vessel,nan,3.8999999999999999,nan
235109469,Fishing vessel,Fishing vessel,nan,6.2000000000000002,GBR
235109484,Fishing vessel,Fishing vessel,nan,4.2999999999999998,nan
235109488,Pots and Traps,Pots and Traps,nan,3.54,nan
235109494,Fishing vessel,Fishing vessel,nan,7.6699999999999999,nan
235109498,Fishing vessel,Fishing vessel,nan,3.5600000000000001,nan
235109503,Fishing vessel,Fishing vessel,nan,5.5,nan
235109507,Fishing vessel,Fishing vessel,nan,1.0,nan
235109537,Fishing vessel,Fishing vessel,nan,10.0,nan
235109547,Fishing vessel,Fishing vessel,nan,6.0,nan
235109549,Fishing vessel,Fishing vessel,nan,3.0,nan
235109571,Pots and Traps,Pots and Traps,nan,5.8499999999999996,nan
235109582,Trawlers,Trawlers,nan,3.21,GBR
235109583,Fishing vessel,Fishing vessel,nan,1.5,nan
235109591,Fishing vessel,Fishing vessel,nan,7.6200000000000001,nan
235109596,Fishing vessel,Fishing vessel,nan,2.1000000000000001,nan
235109602,Fishing vessel,Fishing vessel,nan,5.0,nan
235109606,Fishing vessel,Fishing vessel,nan,2.0,nan
235109636,Fishing vessel,Fishing vessel,nan,7.0,nan
235109639,Fishing vessel,Fishing vessel,nan,3.6000000000000001,nan
235109653,Fishing vessel,Fishing vessel,nan,2.0,nan
235109669,Fishing vessel,Fishing vessel,nan,5.0,nan
235109713,Trawlers,Trawlers,nan,14.0,nan
235109715,Fishing vessel,Fishing vessel,nan,1.05,nan
235109716,Fishing vessel,Fishing vessel,nan,2.7999999999999998,nan
235109741,Trawlers,Trawlers,nan,23.0,nan
235109743,Fishing vessel,Fishing vessel,nan,4.0,nan
235109746,Fishing vessel,Fishing vessel,nan,0.67000000000000004,nan
235109778,Fishing vessel,Fishing vessel,nan,6.0,nan
235109779,Fishing vessel,Fishing vessel,nan,4.2999999999999998,nan
235109794,Fishing vessel,Fishing vessel,nan,1.5,nan
235109804,Fishing vessel,Fishing vessel,nan,6.0,GBR
235109805,Fishing vessel,Fishing vessel,nan,nan,GBR
235109812,Fishing vessel,Fishing vessel,nan,3.2999999999999998,nan
235109838,Fishing vessel,Fishing vessel,nan,1.1599999999999999,nan
235109839,Fishing vessel,Fishing vessel,nan,1.5700000000000001,nan
235109841,Fishing vessel,Fishing vessel,nan,16.870000000000001,nan
235109847,Pots and Traps,Pots and Traps,nan,13.5,nan
235109856,Fishing vessel,Fishing vessel,nan,4.5599999999999996,nan
235109864,Fishing vessel,Fishing vessel,nan,2.0,nan
235109887,Fishing vessel,Fishing vessel,14.949999999999999,71.034999999999997,GBR
235109908,Fishing vessel,Fishing vessel,nan,7.3799999999999999,nan
235109919,Trawlers,Trawlers,nan,4.0,nan
235109926,Fishing vessel,Fishing vessel,nan,5.0,GBR
235109927,Fishing vessel,Fishing vessel,nan,1.4299999999999999,nan
235109953,Fishing vessel,Fishing vessel,nan,1.45,nan
235109976,Fishing vessel,Fishing vessel,nan,2.29,nan
235109979,Fishing vessel,Fishing vessel,nan,4.5,nan
235109983,Fishing vessel,Fishing vessel,nan,4.5,nan
235110009,Fishing vessel,Fishing vessel,nan,3.0,nan
235110013,Trawlers,Trawlers,46.009999999999998,nan,GBR
235110014,Fishing vessel,Fishing vessel,nan,3.0,nan
235110025,Fishing vessel,Fishing vessel,nan,nan,GBR
235110039,Fishing vessel,Fishing vessel,nan,1.98,nan
235110053,Pots and Traps,Pots and Traps,nan,1.79,nan
235110059,Fishing vessel,Fishing vessel,nan,2.4500000000000002,nan
235110074,Fishing vessel,Fishing vessel,nan,1.0,nan
235110075,Fishing vessel,Fishing vessel,nan,6.79,nan
235110113,Fishing vessel,Fishing vessel,nan,2.7000000000000002,nan
235110115,Fishing vessel,Fishing vessel,nan,6.1600000000000001,nan
235110123,Pots and Traps,Pots and Traps,nan,5.5999999999999996,GBR
235110152,Fishing vessel,Fishing vessel,nan,1.9199999999999999,nan
235110154,Fishing vessel,Fishing vessel,nan,3.0,nan
235110174,Tug/Pilot/Supply,Pilot,nan,nan,nan
235110176,Fishing vessel,Fishing vessel,nan,5.5,nan
235110216,Trawlers,Trawlers,nan,11.0,GBR
235110224,Fishing vessel,Fishing vessel,nan,5.8300000000000001,nan
235110229,Fishing vessel,Fishing vessel,nan,1.0,nan
235110244,Pots and Traps,Pots and Traps,nan,3.5,nan
235110265,Fishing vessel,Fishing vessel,nan,1.0,nan
235110315,Fishing vessel,Fishing vessel,nan,4.5999999999999996,nan
235110317,Fishing vessel,Fishing vessel,nan,1.8,nan
235110318,Fishing vessel,Fishing vessel,nan,6.5899999999999999,nan
235110319,Fishing vessel,Fishing vessel,nan,7.4299999999999988,nan
235110321,Fishing vessel,Fishing vessel,nan,4.0499999999999998,nan
235110338,Fishing vessel,Fishing vessel,nan,4.04,nan
235110355,Fishing vessel,Fishing vessel,nan,6.0599999999999996,GBR
235110368,Fishing vessel,Fishing vessel,nan,3.0,nan
235110399,Fishing vessel,Fishing vessel,nan,1.0,nan
235110402,Fishing vessel,Fishing vessel,nan,0.56000000000000005,nan
235110482,Fishing vessel,Fishing vessel,nan,1.3,nan
235110495,Fishing vessel,Fishing vessel,nan,5.0,nan
235110508,Fishing vessel,Fishing vessel,nan,5.0,nan
235110511,Fishing vessel,Fishing vessel,nan,4.0,nan
235110515,Fishing vessel,Fishing vessel,nan,4.0,nan
235110561,Fishing vessel,Fishing vessel,nan,2.4100000000000001,nan
235110563,Pots and Traps,Pots and Traps,nan,1.5900000000000001,nan
235110609,Fishing vessel,Fishing vessel,nan,5.2400000000000002,nan
235110613,Fishing vessel,Fishing vessel,nan,12.0,GBR
235110631,Fishing vessel,Fishing vessel,nan,1.3300000000000001,nan
235110647,Fishing vessel,Fishing vessel,nan,3.29,nan
235110661,Trawlers,Trawlers,nan,26.0,nan
235110672,Fishing vessel,Fishing vessel,nan,6.0,nan
235110679,Fishing vessel,Fishing vessel,nan,1.3899999999999999,nan
235110688,Fishing vessel,Fishing vessel,nan,6.0,nan
235110689,Fishing vessel,Fishing vessel,nan,1.5,nan
235110699,Fishing vessel,Fishing vessel,nan,1.47,nan
235110747,Fishing vessel,Fishing vessel,nan,6.5599999999999996,nan
235110749,Fishing vessel,Fishing vessel,nan,1.1599999999999999,nan
235110751,Fishing vessel,Fishing vessel,nan,1.3999999999999999,nan
235110753,Fishing vessel,Fishing vessel,nan,7.7300000000000004,nan
235110763,Trawlers,Trawlers,nan,13.06,nan
235110767,Pots and Traps,Pots and Traps,nan,0.52000000000000002,nan
235110773,Fishing vessel,Fishing vessel,nan,1.0,nan
235110794,Fishing vessel,Fishing vessel,nan,0.88,nan
235110804,Fishing vessel,Fishing vessel,nan,18.0,nan
235110821,Trawlers,Trawlers,nan,5.3200000000000003,nan
235110825,Trawlers,Trawlers,nan,7.0,nan
235110867,Fishing vessel,Fishing vessel,nan,1.0,nan
235110904,Pots and Traps,Pots and Traps,nan,0.93999999999999995,nan
235110914,Fishing vessel,Fishing vessel,nan,5.4900000000000002,nan
235110918,Fishing vessel,Fishing vessel,nan,20.98,GBR
235110919,Pots and Traps,Pots and Traps,nan,3.48,nan
235110949,Fishing vessel,Fishing vessel,nan,10.0,GBR
235110961,Fishing vessel,Fishing vessel,nan,2.1400000000000001,nan
235110965,Fishing vessel,Fishing vessel,nan,5.0599999999999996,nan
235110982,Fishing vessel,Fishing vessel,nan,2.1600000000000001,nan
235110993,Fishing vessel,Fishing vessel,nan,1.0,nan
235110995,Fishing vessel,Fishing vessel,nan,8.0,nan
235110996,Trawlers,Trawlers,nan,10.539999999999999,nan
235111006,Fishing vessel,Fishing vessel,nan,nan,GBR
235111054,Fishing vessel,Fishing vessel,nan,3.4399999999999999,nan
235111092,Fishing vessel,Fishing vessel,nan,8.0,GBR
235111109,Fishing vessel,Fishing vessel,nan,1.3799999999999999,nan
235111115,Fishing vessel,Fishing vessel,nan,3.0,nan
235111127,Fishing vessel,Fishing vessel,nan,3.5,nan
235111131,Fishing vessel,Fishing vessel,nan,2.0,nan
235111148,Fishing vessel,Fishing vessel,nan,25.0,nan
